loan_id,account_id,amount,duration,payments,status,Date
6544,7594,130464,48,2718,Running Contract,2020-12-11
5933,4631,87528,24,3647,Running Contract,2020-12-13
6574,7745,77544,36,2154,Running Contract,2020-12-20
6399,6902,49320,36,1370,Running Contract,2020-12-21
7187,10711,24180,60,403,Running Contract,2020-12-24
6353,6686,116496,24,4854,Running Contract,2020-12-25
5043,339,468060,60,7801,Running Contract,2020-12-25
5469,2445,293160,60,4886,Running Contract,2020-12-26
5976,4794,465504,48,9698,Client in debt,2020-12-27
6059,5196,79824,12,6652,Contract Finished,2020-12-28
5799,4052,106128,36,2948,Running Contract,2020-12-28
6147,5602,177504,48,3698,Running Contract,2020-12-28
6254,6157,247920,48,5165,Running Contract,2020-12-28
7100,10280,348120,60,5802,Running Contract,2020-12-31
7147,10478,267600,48,5575,Running Contract,2021-01-02
5909,4550,61320,60,1022,Running Contract,2021-01-03
7037,10022,218064,48,4543,Running Contract,2021-01-03
5782,3953,63576,12,5298,Running Contract,2021-01-04
6237,6075,407952,48,8499,Client in debt,2021-01-06
6552,7632,170448,48,3551,Running Contract,2021-01-08
7067,10134,136368,24,5682,Running Contract,2021-01-11
5320,1819,143676,36,3991,Running Contract,2021-01-11
5930,4616,66696,24,2779,Running Contract,2021-01-12
6486,7240,152160,60,2536,Running Contract,2021-01-15
5245,1407,125472,24,5228,Running Contract,2021-01-17
6643,8038,35856,24,1494,Running Contract,2021-01-18
5260,1480,123300,36,3425,Running Contract,2021-01-19
5569,2936,504000,60,8400,Running Contract,2021-01-20
7110,10345,31260,12,2605,Running Contract,2021-01-21
7139,10445,23412,12,1951,Running Contract,2021-01-22
6791,8926,566640,60,9444,Running Contract,2021-01-23
5360,2035,176328,36,4898,Running Contract,2021-01-25
5287,1638,64224,24,2676,Running Contract,2021-01-26
6553,7636,42384,12,3532,Running Contract,2021-01-26
7072,10148,22104,12,1842,Running Contract,2021-01-27
6044,5133,57060,12,4755,Running Contract,2021-01-27
5332,1869,37944,36,1054,Running Contract,2021-01-29
6866,9201,122472,24,5103,Running Contract,2021-02-05
6633,7997,160656,24,6694,Running Contract,2021-02-05
6926,9455,374760,60,6246,Running Contract,2021-02-07
6442,7082,194160,48,4045,Running Contract,2021-02-08
5889,4456,321240,60,5354,Running Contract,2021-02-09
5765,3875,153936,24,6414,Running Contract,2021-02-10
5124,785,156096,36,4336,Running Contract,2021-02-12
5491,2545,428784,48,8933,Running Contract,2021-02-13
6730,8523,93036,12,7753,Running Contract,2021-02-15
7151,10493,133800,24,5575,Running Contract,2021-02-18
5140,873,178500,60,2975,Running Contract,2021-02-24
7171,10650,196224,48,4088,Running Contract,2021-02-24
6568,7713,220440,60,3674,Running Contract,2021-02-25
6861,9179,215040,60,3584,Running Contract,2021-02-28
6855,9153,52236,36,1451,Running Contract,2021-03-01
7129,10404,194280,60,3238,Running Contract,2021-03-01
5384,2142,23328,12,1944,Running Contract,2021-03-07
6859,9167,272220,60,4537,Running Contract,2021-03-07
5772,3906,334620,60,5577,Running Contract,2021-03-08
5665,3390,40632,12,3386,Running Contract,2021-03-11
6495,7274,49044,12,4087,Running Contract,2021-03-12
5061,440,84288,48,1756,Running Contract,2021-03-13
6948,9560,157068,36,4363,Running Contract,2021-03-15
5773,3907,133848,24,5577,Running Contract,2021-03-16
6052,5164,22356,36,621,Running Contract,2021-03-23
6682,8225,36204,12,3017,Client in debt,2021-03-30
6083,5305,240528,48,5011,Running Contract,2021-03-31
6962,9646,279072,48,5814,Running Contract,2021-04-02
5158,1004,188532,36,5237,Running Contract,2021-04-11
6464,7156,49488,24,2062,Running Contract,2021-04-16
5172,1083,50976,36,1416,Running Contract,2021-04-16
5582,2982,41256,12,3438,Running Contract,2021-04-17
6136,5572,140880,60,2348,Running Contract,2021-04-19
6235,6062,321360,60,5356,Running Contract,2021-04-19
6508,7437,110736,48,2307,Running Contract,2021-04-19
4968,38,110736,48,2307,Running Contract,2021-04-19
6632,7990,144960,48,3020,Running Contract,2021-04-23
7195,10774,339168,48,7066,Running Contract,2021-04-23
5525,2720,93888,36,2608,Running Contract,2021-04-27
6320,6495,104964,12,8747,Running Contract,2021-04-28
6766,8784,74352,24,3098,Running Contract,2021-04-28
6872,9227,191580,60,3193,Running Contract,2021-04-29
5906,4533,81144,36,2254,Running Contract,2021-05-05
7172,10652,45720,12,3810,Running Contract,2021-05-07
6571,7733,140064,24,5836,Running Contract,2021-05-12
5616,3143,130896,24,5454,Running Contract,2021-05-15
6312,6453,10944,36,304,Running Contract,2021-05-17
6470,7181,49872,12,4156,Running Contract,2021-05-17
5147,938,22260,60,371,Running Contract,2021-05-21
5501,2622,136344,24,5681,Running Contract,2021-05-21
6436,7049,495180,60,8253,Running Contract,2021-05-22
5699,3562,174960,24,7290,Running Contract,2021-05-24
5313,1776,43200,24,1800,Running Contract,2021-05-27
6234,6061,5148,12,429,Running Contract,2021-05-28
6569,7721,45456,12,3788,Running Contract,2021-05-28
7202,10812,140688,48,2931,Running Contract,2021-05-29
5683,3460,140688,48,2931,Running Contract,2021-05-29
5034,303,112752,36,3132,Running Contract,2021-05-30
5435,2279,314688,48,6556,Running Contract,2021-06-01
5815,4116,151200,36,4200,Running Contract,2021-06-03
5589,3005,390000,48,8125,Running Contract,2021-06-05
6746,8639,185640,60,3094,Running Contract,2021-06-06
6790,8919,76104,24,3171,Running Contract,2021-06-08
6857,9159,69600,48,1450,Running Contract,2021-06-08
6450,7099,234336,48,4882,Running Contract,2021-06-10
7221,10915,152460,60,2541,Running Contract,2021-06-11
5527,2728,156420,60,2607,Running Contract,2021-06-15
5620,3161,30012,12,2501,Running Contract,2021-06-16
6215,5944,78720,48,1640,Running Contract,2021-06-18
7167,10644,269964,36,7499,Running Contract,2021-06-18
5823,4144,212976,36,5916,Running Contract,2021-06-21
6207,5912,184620,60,3077,Running Contract,2021-06-23
6932,9491,225504,48,4698,Running Contract,2021-06-25
5669,3403,71820,36,1995,Running Contract,2021-06-27
5154,993,108720,60,1812,Running Contract,2021-07-01
7168,10645,208332,36,5787,Running Contract,2021-07-05
5585,2988,88608,12,7384,Running Contract,2021-07-08
7200,10799,31140,60,519,Running Contract,2021-07-11
6539,7559,12792,12,1066,Running Contract,2021-07-11
5774,3916,96984,36,2694,Running Contract,2021-07-12
6357,6706,64860,60,1081,Running Contract,2021-07-12
5042,330,331584,48,6908,Running Contract,2021-07-12
5015,226,109344,12,9112,Running Contract,2021-07-12
5354,2000,290820,60,4847,Running Contract,2021-07-14
6054,5180,58764,12,4897,Running Contract,2021-07-16
7295,11328,280440,60,4674,Running Contract,2021-07-18
5365,2055,271260,60,4521,Running Contract,2021-07-19
6755,8713,170700,60,2845,Running Contract,2021-07-24
5991,4858,335184,48,6983,Client in debt,2021-07-27
7035,10005,210744,36,5854,Running Contract,2021-07-29
5893,4467,86184,36,2394,Running Contract,2021-08-03
7164,10613,249792,48,5204,Running Contract,2021-08-15
5304,1718,172272,24,7178,Running Contract,2021-08-20
5561,2910,437460,60,7291,Running Contract,2021-08-29
5520,2699,231168,48,4816,Running Contract,2021-08-30
5241,1389,125472,24,5228,Running Contract,2021-09-02
7096,10257,37812,12,3151,Running Contract,2021-09-02
6078,5283,170832,48,3559,Running Contract,2021-09-09
5046,349,42816,12,3568,Running Contract,2021-09-09
5334,1876,209040,24,8710,Running Contract,2021-09-10
6969,9673,88200,36,2450,Running Contract,2021-09-12
6821,9037,321936,48,6707,Running Contract,2021-09-15
5760,3862,74916,36,2081,Running Contract,2021-09-18
5614,3137,253560,60,4226,Running Contract,2021-09-21
7091,10243,113436,36,3151,Running Contract,2021-09-22
5698,3556,174840,60,2914,Running Contract,2021-09-22
5169,1068,253200,60,4220,Running Contract,2021-09-24
7294,11327,39168,24,1632,Running Contract,2021-09-27
5318,1808,385584,48,8033,Running Contract,2021-09-30
5368,2073,44640,24,1860,Running Contract,2021-10-05
6923,9433,44640,24,1860,Running Contract,2021-10-05
5463,2413,17952,12,1496,Running Contract,2021-10-06
5265,1498,165780,60,2763,Running Contract,2021-10-07
6321,6505,38496,12,3208,Running Contract,2021-10-08
5226,1318,185544,36,5154,Running Contract,2021-10-11
6868,9208,82128,24,3422,Running Contract,2021-10-12
4967,37,318480,60,5308,Client in debt,2021-10-14
5293,1656,189792,48,3954,Running Contract,2021-10-29
5865,4354,327660,60,5461,Running Contract,2021-10-30
5841,4268,41988,12,3499,Running Contract,2021-11-04
5526,2725,69624,36,1934,Running Contract,2021-11-08
6852,9140,16032,48,334,Running Contract,2021-11-10
6469,7180,99744,24,4156,Running Contract,2021-11-17
6168,5698,99216,36,2756,Running Contract,2021-11-21
7292,11317,317460,60,5291,Running Contract,2021-11-22
5036,309,91248,48,1901,Running Contract,2021-11-25
5644,3293,276084,36,7669,Running Contract,2021-11-27
6856,9156,163332,36,4537,Running Contract,2021-12-01
5428,2262,230220,36,6395,Running Contract,2021-12-02
5027,276,160920,36,4470,Running Contract,2021-12-02
4989,105,352704,48,7348,Running Contract,2021-12-05
5221,1284,52512,12,4376,Running Contract,2021-12-05
6402,6922,139488,24,5812,Running Contract,2021-12-06
5346,1928,55632,24,2318,Running Contract,2021-12-06
6748,8645,240900,60,4015,Running Contract,2021-12-08
